age,ind,baplus,topincome
36,4580,0,NA
54,6970,1,1
33,5593,1,NA
45,9570,1,NA
52,6970,1,1
61,7290,0,1
42,4795,0,NA
54,6570,0,1
49,7071,1,NA
67,9190,0,NA
56,5790,0,1
52,6992,0,1
49,3990,0,NA
25,6570,0,NA
43,7380,1,NA
29,8191,1,NA
32,4470,1,1
55,7460,0,NA
35,7270,1,NA
31,4870,0,NA
42,6570,0,1
53,6890,1,1
55,670,1,NA
40,3580,1,NA
43,9490,0,NA
42,6672,0,1
60,7870,1,1
64,7071,0,1
61,8080,1,1
54,7870,1,1
69,6190,0,NA
33,9470,1,NA
48,6680,0,NA
27,3580,1,NA
34,8191,0,NA
63,590,0,NA
25,6570,0,NA
25,7380,1,NA
44,3380,1,NA
39,6672,1,1
36,7860,1,NA
49,7870,1,NA
42,5080,1,NA
45,670,0,NA
64,2180,1,1
32,8191,0,NA
33,8191,1,1
59,3390,0,1
57,6970,0,1
26,9690,0,NA
28,7590,0,NA
62,3390,0,NA
26,6970,0,NA
46,4795,1,NA
34,8191,1,1
44,7860,1,NA
40,7460,1,NA
62,8191,1,NA
25,6695,0,NA
39,6672,1,NA
55,7970,1,1
30,570,1,1
49,7460,1,NA
36,3490,1,NA
46,9160,0,NA
36,7580,0,NA
47,7870,1,1
28,8180,0,NA
40,6970,0,1
52,580,1,NA
59,6991,0,1
46,6570,0,1
26,7380,0,1
47,7380,0,1
34,7380,1,1
45,6490,0,NA
51,6695,0,NA
68,9480,0,NA
63,6970,1,NA
42,6991,0,NA
53,3365,0,1
48,9480,0,NA
31,7071,0,1
32,590,0,NA
51,6290,1,1
51,7270,1,1
37,6570,1,1
47,7380,1,1
58,7270,1,1
53,6672,1,NA
27,3895,0,NA
41,6870,1,1
53,7490,0,NA
35,7470,1,1
48,7770,1,1
43,6570,1,1
41,6992,0,1
65,7390,1,1
58,9370,0,NA
56,6991,1,1
35,6672,0,1
46,3390,1,NA
57,3580,1,1
60,8191,1,1
48,8680,1,1
51,6870,0,1
43,7380,1,1
55,7460,0,1
29,6672,0,NA
56,7190,1,1
64,7390,0,1
33,7380,0,1
42,8590,0,1
29,7380,0,NA
25,7290,1,NA
44,9470,0,NA
35,7380,1,1
56,6070,0,1
36,7870,0,NA
38,7290,1,NA
38,3990,0,NA
33,6672,0,NA
36,6991,0,1
50,7970,1,1
54,6670,0,1
42,6870,0,1
60,3580,0,NA
49,7390,1,1
48,7380,0,1
49,3365,1,NA
64,7470,0,NA
53,9570,0,NA
35,6991,0,1
63,7390,1,1
44,2190,1,NA
26,6992,0,NA
68,8290,0,NA
46,5275,0,NA
40,7870,1,NA
66,5370,1,NA
33,5593,0,NA
44,9690,1,NA
67,2680,0,1
26,9570,0,NA
62,4770,0,NA
52,7860,0,NA
46,7890,0,NA
51,1370,1,NA
32,9370,0,NA
54,7580,0,NA
51,6870,0,NA
62,7870,0,NA
44,770,0,NA
42,6670,0,NA
57,7072,0,1
37,9370,1,NA
57,7970,1,1
58,170,0,1
52,7380,0,NA
60,3380,1,NA
50,6991,0,NA
41,6672,1,1
25,7290,0,NA
65,7390,1,NA
39,2190,1,NA
51,3960,0,1
52,7860,0,NA
61,8191,1,NA
37,9470,0,NA
35,6970,0,NA
29,770,0,NA
38,670,0,NA
42,7380,1,1
40,7770,0,NA
48,7770,0,NA
37,6672,1,1
52,4560,0,NA
37,5170,0,NA
60,7071,0,1
40,4795,0,1
55,7390,0,1
54,8590,0,1
61,5593,1,NA
67,4265,0,NA
36,6970,1,1
51,770,0,1
59,7870,1,1
42,2070,0,1
26,7860,0,NA
35,770,0,NA
63,7390,0,NA
69,7270,1,1
56,7071,1,1
49,4890,1,1
35,3365,0,1
54,6870,0,1
46,8563,1,1
37,7270,0,NA
46,7380,1,1
42,7380,0,1
44,7270,1,NA
45,7380,0,1
42,3365,0,1
62,6870,0,1
58,6570,1,NA
55,7380,1,1
40,6992,0,NA
55,9380,0,NA
56,3960,0,1
67,7870,1,NA
30,770,0,NA
54,7270,1,1
55,1280,1,1
53,7380,0,NA
43,6490,0,1
40,6570,0,NA
51,7970,1,1
40,9480,0,NA
68,770,0,NA
31,3291,1,NA
46,5593,0,1
35,3390,1,1
38,6970,1,1
31,8660,0,1
61,9160,1,NA
51,3970,1,1
54,7071,0,1
50,8191,1,1
33,7290,0,NA
26,6290,0,NA
37,9160,1,NA
53,7270,1,1
32,4670,0,NA
47,6970,1,1
50,4170,0,1
56,6970,0,1
61,6970,0,NA
55,4380,1,1
46,7860,1,NA
42,7380,1,1
30,4795,0,NA
31,7380,1,NA
41,9470,0,NA
59,6870,0,1
39,6695,0,NA
44,7770,1,1
41,6570,0,1
55,7970,1,1
42,5275,0,NA
55,7570,0,1
66,8191,1,NA
34,7380,0,NA
56,7460,1,1
31,2170,0,NA
66,7860,1,NA
44,6672,1,1
25,3590,0,NA
45,8191,1,1
54,3580,1,1
66,7970,1,1
49,7870,1,1
34,9470,0,NA
50,6970,0,1
61,1691,1,1
63,3390,0,NA
67,7071,1,1
57,2980,1,NA
54,9080,0,NA
50,8570,0,NA
39,7480,1,1
36,8191,0,NA
50,7460,1,1
39,6672,1,1
25,8660,0,NA
44,7380,0,1
63,8370,0,NA
59,7460,1,1
60,7860,0,NA
36,8191,1,1
66,7270,1,1
56,3580,1,NA
34,9470,1,NA
44,7460,1,NA
61,7460,1,1
45,6970,1,1
26,3370,0,NA
46,8561,0,NA
62,6570,0,NA
48,7270,1,1
30,9370,1,NA
65,9470,1,1
35,9480,0,NA
55,7270,1,1
38,6970,1,1
62,3570,0,NA
27,6370,0,NA
37,7280,0,1
56,3370,1,1
48,1280,0,1
40,7860,1,NA
37,770,0,NA
64,6991,1,1
59,3960,1,1
55,1280,1,1
27,7380,1,NA
67,9570,1,NA
35,9570,1,NA
57,6970,1,1
36,9090,0,NA
29,4990,0,NA
58,4795,1,NA
57,7870,1,1
50,7970,1,NA
55,6670,0,1
35,7181,1,1
25,6672,1,NA
50,7870,1,NA
66,9590,0,1
38,7270,1,1
35,6672,1,1
51,7680,0,NA
66,7071,0,NA
63,6991,0,NA
47,7890,1,NA
38,8180,0,NA
66,7870,0,NA
60,6970,0,1
62,7390,1,NA
42,7181,0,1
33,6970,0,1
49,4380,1,1
62,4971,0,NA
44,3390,1,1
63,8191,1,NA
35,7071,0,NA
55,7860,0,NA
50,3365,0,1
47,7380,1,1
29,6870,0,NA
43,7890,0,NA
65,7860,1,NA
66,8191,1,1
48,7290,0,NA
54,1090,1,NA
35,7071,1,NA
40,8191,1,NA
53,7860,1,NA
62,5070,1,NA
53,6490,0,1
43,3365,0,NA
44,570,1,NA
53,3390,0,1
42,6570,0,1
61,7270,1,NA
57,8191,0,NA
54,3365,1,1
37,6672,0,1
41,6870,1,1
27,8191,1,NA
41,7380,1,1
38,9370,0,NA
39,770,0,NA
61,9470,0,NA
